file_id,path,source_url,expected_size,actual_size,size_ok,published_md5,local_md5,md5_ok,local_sha256,attempts,status,elapsed_sec
LINKS_018,links/gadm_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/gadm_links.nt.bz2,299334,299334,True,118c6994f4711d8f2eeaeba0c533d4c0,118c6994f4711d8f2eeaeba0c533d4c0,True,d5cefbb1ba3e9cebaa9187047038fa20eedd75b1f8d9bbce1f609928092b643b,1,DOWNLOADED_VALID,0.356
LINKS_019,links/geonames_links.ttl.bz2,https://downloads.dbpedia.org/2016-10/links/geonames_links.ttl.bz2,4010348,4010348,True,6ead9d5a6c6b377c2408125549e3e42d,6ead9d5a6c6b377c2408125549e3e42d,True,a82e635c8df0b66333cbdcbd2cf1911712594d2fd70f012198fd7d9e8ca610ca,1,DOWNLOADED_VALID,0.568
LINKS_020,links/geospecies.nt.bz2,https://downloads.dbpedia.org/2016-10/links/geospecies.nt.bz2,179865,179865,True,bca309939f56bf43c63df286f0794bed,bca309939f56bf43c63df286f0794bed,True,ccc5d73a8d9583490177af73a4045de5a41b2ce80caeaa6b02f479c7707ba289,1,DOWNLOADED_VALID,0.293
LINKS_021,links/gho.nt.bz2,https://downloads.dbpedia.org/2016-10/links/gho.nt.bz2,1746,1746,True,e91e46eb09b7e7358a9396d7b9953e37,e91e46eb09b7e7358a9396d7b9953e37,True,da54ea9ab90ef3978502c2eccb25344823bcad304f826296b46d1a742bb785e1,1,DOWNLOADED_VALID,0.152
LINKS_022,links/ispra-core_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/ispra-core_links.nt.bz2,43237,43237,True,1a59a5128a41d27893bb60a1618e3951,1a59a5128a41d27893bb60a1618e3951,True,14430f0994919cc91124771e06f782b278cfc5805b04bfea3c9d79a38aa96402,1,DOWNLOADED_VALID,0.241
LINKS_023,links/italian_public_schools.nt.bz2,https://downloads.dbpedia.org/2016-10/links/italian_public_schools.nt.bz2,49007,49007,True,bae79d6e4e202466ce046f824339e3bb,bae79d6e4e202466ce046f824339e3bb,True,ae7ee892ca17b97a81e5f5b5d3c09e71d6884af975e6988496da70ce6d118f41,1,DOWNLOADED_VALID,0.239
LINKS_024,links/linked_web_apis.nt.bz2,https://downloads.dbpedia.org/2016-10/links/linked_web_apis.nt.bz2,8130,8130,True,02d8a7e5c19a12abd6701ed1d375e773,02d8a7e5c19a12abd6701ed1d375e773,True,20a265518c4d7338695a25850909eb7a25ce9868635df068bb57cae4ab4d53bc,1,DOWNLOADED_VALID,0.169
LINKS_025,links/linkedgeodata_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/linkedgeodata_links.nt.bz2,933459,933459,True,58690bb788aae2d14a3775fbd5660906,58690bb788aae2d14a3775fbd5660906,True,ed92b8b009165ba8fe39468777864d81ca6113223a5d99cf38dfc6c8c8c66d2f,1,DOWNLOADED_VALID,0.457
LINKS_026,links/linkedmdb_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/linkedmdb_links.nt.bz2,130411,130411,True,45fc9827317ea1e7a1916ca692672e80,45fc9827317ea1e7a1916ca692672e80,True,f8e66ac66905c5b4ef0f6a1080c2d0ebb1942f7612fa6b19ce9833f9e6493a13,1,DOWNLOADED_VALID,0.324
LINKS_027,links/lobid.org_organization.nt.bz2,https://downloads.dbpedia.org/2016-10/links/lobid.org_organization.nt.bz2,48102,48102,True,3023cd833bbc2cbf14b33e3d597d2917,3023cd833bbc2cbf14b33e3d597d2917,True,819a43d837a96983d97d92c4ef5942d52122d9a2b384e752281b2d1360b85b2b,1,DOWNLOADED_VALID,0.259
